target,station,city,unit,win_mkt,event_slug,event_id,rules_station_mentioned
2026-04-28,MMMX,mexico-city,C,27°C or higher,highest-temperature-in-mexico-city-on-april-28-2026,418857,1
2026-04-28,NZWN,wellington,C,17°C,highest-temperature-in-wellington-on-april-28-2026,418833,1
2026-04-28,SAEZ,buenos-aires,C,20°C,highest-temperature-in-buenos-aires-on-april-28-2026,418823,1
2026-04-28,SBGR,sao-paulo,C,27°C,highest-temperature-in-sao-paulo-on-april-28-2026,418822,1
2026-04-28,WMKK,kuala-lumpur,C,36°C,highest-temperature-in-kuala-lumpur-on-april-28-2026,418862,1
2026-04-28,WSSS,singapore,C,33°C,highest-temperature-in-singapore-on-april-28-2026,418840,1
2026-04-28,ZGSZ,shenzhen,C,29°C,highest-temperature-in-shenzhen-on-april-28-2026,418849,1
2026-04-29,CYYZ,toronto,C,13°C,highest-temperature-in-toronto-on-april-29-2026,422453,1
2026-04-29,EFHK,helsinki,C,10°C,highest-temperature-in-helsinki-on-april-29-2026,422488,1
2026-04-29,KATL,atlanta,F,82-83°F,highest-temperature-in-atlanta-on-april-29-2026,422457,1
2026-04-29,KAUS,austin,F,80-81°F,highest-temperature-in-austin-on-april-29-2026,422478,1
2026-04-29,KDAL,dallas,F,74-75°F,highest-temperature-in-dallas-on-april-29-2026,422456,1
2026-04-29,KHOU,houston,F,84-85°F,highest-temperature-in-houston-on-april-29-2026,422480,1
2026-04-29,KLAX,los-angeles,F,68-69°F,highest-temperature-in-los-angeles-on-april-29-2026,422481,1
2026-04-29,KMIA,miami,F,84-85°F,highest-temperature-in-miami-on-april-29-2026,422458,1
2026-04-29,KSFO,san-francisco,F,66-67°F,highest-temperature-in-san-francisco-on-april-29-2026,422482,1
2026-04-29,LTAC,ankara,C,20°C,highest-temperature-in-ankara-on-april-29-2026,422460,1
2026-04-29,MMMX,mexico-city,C,25°C or higher,highest-temperature-in-mexico-city-on-april-29-2026,422485,1
2026-04-29,NZWN,wellington,C,19°C,highest-temperature-in-wellington-on-april-29-2026,422461,1
2026-04-29,SAEZ,buenos-aires,C,23°C,highest-temperature-in-buenos-aires-on-april-29-2026,422451,1
2026-04-29,SBGR,sao-paulo,C,29°C,highest-temperature-in-sao-paulo-on-april-29-2026,422450,1
2026-04-29,WMKK,kuala-lumpur,C,36°C,highest-temperature-in-kuala-lumpur-on-april-29-2026,422490,1
2026-04-29,WSSS,singapore,C,33°C,highest-temperature-in-singapore-on-april-29-2026,422468,1
2026-04-29,ZGSZ,shenzhen,C,27°C,highest-temperature-in-shenzhen-on-april-29-2026,422477,1
2026-04-30,CYYZ,toronto,C,12°C,highest-temperature-in-toronto-on-april-30-2026,426231,1
2026-04-30,EFHK,helsinki,C,15°C,highest-temperature-in-helsinki-on-april-30-2026,426266,1
2026-04-30,KATL,atlanta,F,74-75°F,highest-temperature-in-atlanta-on-april-30-2026,426235,1
2026-04-30,KAUS,austin,F,73°F or below,highest-temperature-in-austin-on-april-30-2026,426256,1
2026-04-30,KDAL,dallas,F,69°F or below,highest-temperature-in-dallas-on-april-30-2026,426234,1
2026-04-30,KHOU,houston,F,88-89°F,highest-temperature-in-houston-on-april-30-2026,426258,1
2026-04-30,KLAX,los-angeles,F,68-69°F,highest-temperature-in-los-angeles-on-april-30-2026,426259,1
2026-04-30,KMIA,miami,F,86-87°F,highest-temperature-in-miami-on-april-30-2026,426236,1
2026-04-30,KSFO,san-francisco,F,66°F or higher,highest-temperature-in-san-francisco-on-april-30-2026,426260,1
2026-04-30,LTAC,ankara,C,21°C,highest-temperature-in-ankara-on-april-30-2026,426238,1
2026-04-30,MMMX,mexico-city,C,26°C or higher,highest-temperature-in-mexico-city-on-april-30-2026,426263,1
2026-04-30,NZWN,wellington,C,15°C,highest-temperature-in-wellington-on-april-30-2026,426239,1
2026-04-30,SAEZ,buenos-aires,C,24°C,highest-temperature-in-buenos-aires-on-april-30-2026,426229,1
2026-04-30,SBGR,sao-paulo,C,28°C,highest-temperature-in-sao-paulo-on-april-30-2026,426228,1
2026-04-30,WMKK,kuala-lumpur,C,34°C,highest-temperature-in-kuala-lumpur-on-april-30-2026,426268,1
2026-04-30,WSSS,singapore,C,34°C,highest-temperature-in-singapore-on-april-30-2026,426246,1
2026-04-30,ZGSZ,shenzhen,C,25°C or higher,highest-temperature-in-shenzhen-on-april-30-2026,426255,1
2026-05-01,CYYZ,toronto,C,10°C,highest-temperature-in-toronto-on-may-1-2026,429702,1
2026-05-01,EFHK,helsinki,C,21°C,highest-temperature-in-helsinki-on-may-1-2026,429737,1
2026-05-01,KATL,atlanta,F,64-65°F,highest-temperature-in-atlanta-on-may-1-2026,429706,1
2026-05-01,KAUS,austin,F,73°F or below,highest-temperature-in-austin-on-may-1-2026,429727,1
2026-05-01,KDAL,dallas,F,67°F or below,highest-temperature-in-dallas-on-may-1-2026,429705,1
2026-05-01,KHOU,houston,F,71°F or below,highest-temperature-in-houston-on-may-1-2026,429729,1
2026-05-01,KLAX,los-angeles,F,68-69°F,highest-temperature-in-los-angeles-on-may-1-2026,429730,1
2026-05-01,KMIA,miami,F,86-87°F,highest-temperature-in-miami-on-may-1-2026,429707,1
2026-05-01,KSFO,san-francisco,F,62-63°F,highest-temperature-in-san-francisco-on-may-1-2026,429731,1
2026-05-01,LTAC,ankara,C,15°C,highest-temperature-in-ankara-on-may-1-2026,429709,1
2026-05-01,MMMX,mexico-city,C,28°C or higher,highest-temperature-in-mexico-city-on-may-1-2026,429734,1
2026-05-01,NZWN,wellington,C,16°C,highest-temperature-in-wellington-on-may-1-2026,429710,1
2026-05-01,SAEZ,buenos-aires,C,24°C,highest-temperature-in-buenos-aires-on-may-1-2026,429700,1
2026-05-01,SBGR,sao-paulo,C,27°C,highest-temperature-in-sao-paulo-on-may-1-2026,429699,1
2026-05-01,WMKK,kuala-lumpur,C,34°C,highest-temperature-in-kuala-lumpur-on-may-1-2026,429739,1
2026-05-01,WSSS,singapore,C,31°C,highest-temperature-in-singapore-on-may-1-2026,429717,1
2026-05-01,ZGSZ,shenzhen,C,27°C,highest-temperature-in-shenzhen-on-may-1-2026,429726,1
2026-05-02,CYYZ,toronto,C,8°C,highest-temperature-in-toronto-on-may-2-2026,433173,1
2026-05-02,EFHK,helsinki,C,21°C,highest-temperature-in-helsinki-on-may-2-2026,433208,1
2026-05-02,KATL,atlanta,F,72-73°F,highest-temperature-in-atlanta-on-may-2-2026,433177,1
2026-05-02,KAUS,austin,F,74°F or higher,highest-temperature-in-austin-on-may-2-2026,433198,1
2026-05-02,KDAL,dallas,F,74°F or higher,highest-temperature-in-dallas-on-may-2-2026,433176,1
2026-05-02,KHOU,houston,F,76-77°F,highest-temperature-in-houston-on-may-2-2026,433200,1
2026-05-02,KLAX,los-angeles,F,66-67°F,highest-temperature-in-los-angeles-on-may-2-2026,433201,1
2026-05-02,KMIA,miami,F,94-95°F,highest-temperature-in-miami-on-may-2-2026,433178,1
2026-05-02,KSFO,san-francisco,F,60-61°F,highest-temperature-in-san-francisco-on-may-2-2026,433202,1
2026-05-02,LTAC,ankara,C,8°C,highest-temperature-in-ankara-on-may-2-2026,433180,1
2026-05-02,MMMX,mexico-city,C,29°C or higher,highest-temperature-in-mexico-city-on-may-2-2026,433205,1
2026-05-02,NZWN,wellington,C,16°C,highest-temperature-in-wellington-on-may-2-2026,433181,1
2026-05-02,SAEZ,buenos-aires,C,16°C,highest-temperature-in-buenos-aires-on-may-2-2026,433171,1
2026-05-02,SBGR,sao-paulo,C,29°C,highest-temperature-in-sao-paulo-on-may-2-2026,433170,1
2026-05-02,WMKK,kuala-lumpur,C,35°C,highest-temperature-in-kuala-lumpur-on-may-2-2026,433210,1
2026-05-02,WSSS,singapore,C,33°C,highest-temperature-in-singapore-on-may-2-2026,433188,1
2026-05-02,ZGSZ,shenzhen,C,29°C,highest-temperature-in-shenzhen-on-may-2-2026,433197,1
2026-05-03,CYYZ,toronto,C,15°C or higher,highest-temperature-in-toronto-on-may-3-2026,436609,1
2026-05-03,EFHK,helsinki,C,17°C,highest-temperature-in-helsinki-on-may-3-2026,436644,1
2026-05-03,KATL,atlanta,F,72-73°F,highest-temperature-in-atlanta-on-may-3-2026,436613,1
2026-05-03,KAUS,austin,F,76°F or higher,highest-temperature-in-austin-on-may-3-2026,436634,1
2026-05-03,KDAL,dallas,F,74°F or higher,highest-temperature-in-dallas-on-may-3-2026,436612,1
2026-05-03,KHOU,houston,F,78-79°F,highest-temperature-in-houston-on-may-3-2026,436636,1
2026-05-03,KLAX,los-angeles,F,66-67°F,highest-temperature-in-los-angeles-on-may-3-2026,436637,1
2026-05-03,KMIA,miami,F,80-81°F,highest-temperature-in-miami-on-may-3-2026,436614,1
2026-05-03,KSFO,san-francisco,F,62-63°F,highest-temperature-in-san-francisco-on-may-3-2026,436638,1
2026-05-03,LTAC,ankara,C,9°C or higher,highest-temperature-in-ankara-on-may-3-2026,436616,1
2026-05-03,MMMX,mexico-city,C,27°C,highest-temperature-in-mexico-city-on-may-3-2026,436641,1
2026-05-03,NZWN,wellington,C,16°C,highest-temperature-in-wellington-on-may-3-2026,436617,1
2026-05-03,SAEZ,buenos-aires,C,17°C,highest-temperature-in-buenos-aires-on-may-3-2026,436607,1
2026-05-03,SBGR,sao-paulo,C,19°C,highest-temperature-in-sao-paulo-on-may-3-2026,436606,1
2026-05-03,WMKK,kuala-lumpur,C,34°C,highest-temperature-in-kuala-lumpur-on-may-3-2026,436646,1
2026-05-03,WSSS,singapore,C,33°C,highest-temperature-in-singapore-on-may-3-2026,436624,1
2026-05-03,ZGSZ,shenzhen,C,28°C,highest-temperature-in-shenzhen-on-may-3-2026,436633,1
2026-05-04,CYYZ,toronto,C,23°C or higher,highest-temperature-in-toronto-on-may-4-2026,439945,1
2026-05-04,EFHK,helsinki,C,13°C or higher,highest-temperature-in-helsinki-on-may-4-2026,439980,1
2026-05-04,KATL,atlanta,F,76-77°F,highest-temperature-in-atlanta-on-may-4-2026,439949,1
2026-05-04,KAUS,austin,F,66°F or higher,highest-temperature-in-austin-on-may-4-2026,439970,1
2026-05-04,KDAL,dallas,F,72°F or higher,highest-temperature-in-dallas-on-may-4-2026,439948,1
2026-05-04,KHOU,houston,F,68°F or higher,highest-temperature-in-houston-on-may-4-2026,439972,1
2026-05-04,KLAX,los-angeles,F,66-67°F,highest-temperature-in-los-angeles-on-may-4-2026,439973,1
2026-05-04,KMIA,miami,F,80-81°F,highest-temperature-in-miami-on-may-4-2026,439950,1
2026-05-04,KSFO,san-francisco,F,62-63°F,highest-temperature-in-san-francisco-on-may-4-2026,439974,1
2026-05-04,LTAC,ankara,C,8°C,highest-temperature-in-ankara-on-may-4-2026,439952,1
2026-05-04,MMMX,mexico-city,C,26°C or higher,highest-temperature-in-mexico-city-on-may-4-2026,439977,1
2026-05-04,NZWN,wellington,C,16°C,highest-temperature-in-wellington-on-may-4-2026,439953,1
2026-05-04,SAEZ,buenos-aires,C,22°C,highest-temperature-in-buenos-aires-on-may-4-2026,439943,1
2026-05-04,SBGR,sao-paulo,C,27°C,highest-temperature-in-sao-paulo-on-may-4-2026,439942,1
2026-05-04,WMKK,kuala-lumpur,C,32°C,highest-temperature-in-kuala-lumpur-on-may-4-2026,439982,1
2026-05-04,WSSS,singapore,C,31°C,highest-temperature-in-singapore-on-may-4-2026,439960,1
2026-05-04,ZGSZ,shenzhen,C,26°C,highest-temperature-in-shenzhen-on-may-4-2026,439969,1
2026-05-05,CYYZ,toronto,C,17°C or higher,highest-temperature-in-toronto-on-may-5-2026,443303,1
2026-05-05,EFHK,helsinki,C,12°C,highest-temperature-in-helsinki-on-may-5-2026,443338,1
2026-05-05,KATL,atlanta,F,80-81°F,highest-temperature-in-atlanta-on-may-5-2026,443307,1
2026-05-05,KAUS,austin,F,68°F or higher,highest-temperature-in-austin-on-may-5-2026,443328,1
2026-05-05,KDAL,dallas,F,78°F or higher,highest-temperature-in-dallas-on-may-5-2026,443306,1
2026-05-05,KHOU,houston,F,78°F or higher,highest-temperature-in-houston-on-may-5-2026,443330,1
2026-05-05,KLAX,los-angeles,F,64-65°F,highest-temperature-in-los-angeles-on-may-5-2026,443331,1
2026-05-05,KMIA,miami,F,88-89°F,highest-temperature-in-miami-on-may-5-2026,443308,1
2026-05-05,KSFO,san-francisco,F,64-65°F,highest-temperature-in-san-francisco-on-may-5-2026,443332,1
2026-05-05,LTAC,ankara,C,13°C or higher,highest-temperature-in-ankara-on-may-5-2026,443310,1
2026-05-05,MMMX,mexico-city,C,27°C or higher,highest-temperature-in-mexico-city-on-may-5-2026,443335,1
2026-05-05,NZWN,wellington,C,16°C,highest-temperature-in-wellington-on-may-5-2026,443311,1
2026-05-05,SAEZ,buenos-aires,C,24°C,highest-temperature-in-buenos-aires-on-may-5-2026,443301,1
2026-05-05,SBGR,sao-paulo,C,29°C,highest-temperature-in-sao-paulo-on-may-5-2026,443300,1
2026-05-05,WMKK,kuala-lumpur,C,33°C,highest-temperature-in-kuala-lumpur-on-may-5-2026,443340,1
2026-05-05,WSSS,singapore,C,32°C,highest-temperature-in-singapore-on-may-5-2026,443318,1
2026-05-05,ZGSZ,shenzhen,C,22°C,highest-temperature-in-shenzhen-on-may-5-2026,443327,1
2026-05-06,CYYZ,toronto,C,9°C or below,highest-temperature-in-toronto-on-may-6-2026,448450,1
2026-05-06,EFHK,helsinki,C,12°C,highest-temperature-in-helsinki-on-may-6-2026,448489,1
2026-05-06,KATL,atlanta,F,80-81°F,highest-temperature-in-atlanta-on-may-6-2026,448454,1
2026-05-06,KAUS,austin,F,81°F or below,highest-temperature-in-austin-on-may-6-2026,448479,1
2026-05-06,KDAL,dallas,F,75°F or below,highest-temperature-in-dallas-on-may-6-2026,448453,1
2026-05-06,KHOU,houston,F,84-85°F,highest-temperature-in-houston-on-may-6-2026,448481,1
2026-05-06,KLAX,los-angeles,F,68-69°F,highest-temperature-in-los-angeles-on-may-6-2026,448482,1
2026-05-06,KMIA,miami,F,88-89°F,highest-temperature-in-miami-on-may-6-2026,448455,1
2026-05-06,KSFO,san-francisco,F,66-67°F,highest-temperature-in-san-francisco-on-may-6-2026,448483,1
2026-05-06,LTAC,ankara,C,15°C,highest-temperature-in-ankara-on-may-6-2026,448457,1
2026-05-06,MMMX,mexico-city,C,30°C,highest-temperature-in-mexico-city-on-may-6-2026,448486,1
2026-05-06,NZWN,wellington,C,17°C,highest-temperature-in-wellington-on-may-6-2026,448458,1
2026-05-06,SAEZ,buenos-aires,C,27°C or higher,highest-temperature-in-buenos-aires-on-may-6-2026,448448,1
2026-05-06,SBGR,sao-paulo,C,29°C,highest-temperature-in-sao-paulo-on-may-6-2026,448447,1
2026-05-06,WMKK,kuala-lumpur,C,33°C,highest-temperature-in-kuala-lumpur-on-may-6-2026,448491,1
2026-05-06,WSSS,singapore,C,31°C,highest-temperature-in-singapore-on-may-6-2026,448469,1
2026-05-06,ZGSZ,shenzhen,C,26°C,highest-temperature-in-shenzhen-on-may-6-2026,448478,1
2026-05-07,CYYZ,toronto,C,12°C,highest-temperature-in-toronto-on-may-7-2026,450184,1
2026-05-07,EFHK,helsinki,C,14°C,highest-temperature-in-helsinki-on-may-7-2026,450219,1
2026-05-07,KATL,atlanta,F,72-73°F,highest-temperature-in-atlanta-on-may-7-2026,450188,1
2026-05-07,KAUS,austin,F,68-69°F,highest-temperature-in-austin-on-may-7-2026,450209,1
2026-05-07,KDAL,dallas,F,74-75°F,highest-temperature-in-dallas-on-may-7-2026,450187,1
2026-05-07,KHOU,houston,F,78-79°F,highest-temperature-in-houston-on-may-7-2026,450211,1
2026-05-07,KLAX,los-angeles,F,68-69°F,highest-temperature-in-los-angeles-on-may-7-2026,450212,1
2026-05-07,KMIA,miami,F,90-91°F,highest-temperature-in-miami-on-may-7-2026,450189,1
2026-05-07,KSFO,san-francisco,F,62-63°F,highest-temperature-in-san-francisco-on-may-7-2026,450213,1
2026-05-07,LTAC,ankara,C,19°C,highest-temperature-in-ankara-on-may-7-2026,450191,1
2026-05-07,MMMX,mexico-city,C,28°C or higher,highest-temperature-in-mexico-city-on-may-7-2026,450216,1
2026-05-07,NZWN,wellington,C,19°C,highest-temperature-in-wellington-on-may-7-2026,450192,1
2026-05-07,SAEZ,buenos-aires,C,21°C,highest-temperature-in-buenos-aires-on-may-7-2026,450182,1
2026-05-07,SBGR,sao-paulo,C,29°C,highest-temperature-in-sao-paulo-on-may-7-2026,450181,1
2026-05-07,WMKK,kuala-lumpur,C,33°C,highest-temperature-in-kuala-lumpur-on-may-7-2026,450221,1
2026-05-07,WSSS,singapore,C,32°C,highest-temperature-in-singapore-on-may-7-2026,450199,1
2026-05-07,ZGSZ,shenzhen,C,30°C,highest-temperature-in-shenzhen-on-may-7-2026,450208,1
2026-05-08,CYYZ,toronto,C,12°C,highest-temperature-in-toronto-on-may-8-2026,453806,1
2026-05-08,EFHK,helsinki,C,15°C,highest-temperature-in-helsinki-on-may-8-2026,453845,1
2026-05-08,KATL,atlanta,F,72-73°F,highest-temperature-in-atlanta-on-may-8-2026,453810,1
2026-05-08,KAUS,austin,F,80-81°F,highest-temperature-in-austin-on-may-8-2026,453835,1
2026-05-08,KDAL,dallas,F,76-77°F,highest-temperature-in-dallas-on-may-8-2026,453809,1
2026-05-08,KHOU,houston,F,74-75°F,highest-temperature-in-houston-on-may-8-2026,453837,1
2026-05-08,KLAX,los-angeles,F,68-69°F,highest-temperature-in-los-angeles-on-may-8-2026,453838,1
2026-05-08,KMIA,miami,F,92-93°F,highest-temperature-in-miami-on-may-8-2026,453811,1
2026-05-08,KSFO,san-francisco,F,58-59°F,highest-temperature-in-san-francisco-on-may-8-2026,453839,1
2026-05-08,LTAC,ankara,C,22°C,highest-temperature-in-ankara-on-may-8-2026,453813,1
2026-05-08,MMMX,mexico-city,C,27°C or higher,highest-temperature-in-mexico-city-on-may-8-2026,453842,1
2026-05-08,NZWN,wellington,C,19°C,highest-temperature-in-wellington-on-may-8-2026,453814,1
2026-05-08,SAEZ,buenos-aires,C,13°C,highest-temperature-in-buenos-aires-on-may-8-2026,453804,1
2026-05-08,SBGR,sao-paulo,C,29°C,highest-temperature-in-sao-paulo-on-may-8-2026,453803,1
2026-05-08,WMKK,kuala-lumpur,C,29°C,highest-temperature-in-kuala-lumpur-on-may-8-2026,453847,1
2026-05-08,WSSS,singapore,C,30°C,highest-temperature-in-singapore-on-may-8-2026,453821,1
2026-05-08,ZGSZ,shenzhen,C,30°C,highest-temperature-in-shenzhen-on-may-8-2026,453834,1
2026-05-09,CYYZ,toronto,C,16°C,highest-temperature-in-toronto-on-may-9-2026,457224,1
2026-05-09,EFHK,helsinki,C,14°C,highest-temperature-in-helsinki-on-may-9-2026,457259,1
2026-05-09,KATL,atlanta,F,70-71°F,highest-temperature-in-atlanta-on-may-9-2026,457228,1
2026-05-09,KAUS,austin,F,74°F or higher,highest-temperature-in-austin-on-may-9-2026,457249,1
2026-05-09,KDAL,dallas,F,72°F or higher,highest-temperature-in-dallas-on-may-9-2026,457227,1
2026-05-09,KHOU,houston,F,90°F or higher,highest-temperature-in-houston-on-may-9-2026,457251,1
2026-05-09,KLAX,los-angeles,F,68-69°F,highest-temperature-in-los-angeles-on-may-9-2026,457252,1
2026-05-09,KMIA,miami,F,90-91°F,highest-temperature-in-miami-on-may-9-2026,457229,1
2026-05-09,KSFO,san-francisco,F,62-63°F,highest-temperature-in-san-francisco-on-may-9-2026,457253,1
2026-05-09,LTAC,ankara,C,21°C,highest-temperature-in-ankara-on-may-9-2026,457231,1
2026-05-09,MMMX,mexico-city,C,24°C or higher,highest-temperature-in-mexico-city-on-may-9-2026,457256,1
2026-05-09,NZWN,wellington,C,17°C,highest-temperature-in-wellington-on-may-9-2026,457232,1
2026-05-09,SAEZ,buenos-aires,C,13°C,highest-temperature-in-buenos-aires-on-may-9-2026,457222,1
2026-05-09,SBGR,sao-paulo,C,28°C,highest-temperature-in-sao-paulo-on-may-9-2026,457221,1
2026-05-09,WMKK,kuala-lumpur,C,32°C,highest-temperature-in-kuala-lumpur-on-may-9-2026,457261,1
2026-05-09,WSSS,singapore,C,31°C,highest-temperature-in-singapore-on-may-9-2026,457239,1
2026-05-09,ZGSZ,shenzhen,C,25°C,highest-temperature-in-shenzhen-on-may-9-2026,457248,1
2026-05-10,CYYZ,toronto,C,13°C,highest-temperature-in-toronto-on-may-10-2026,460653,1
2026-05-10,EFHK,helsinki,C,15°C,highest-temperature-in-helsinki-on-may-10-2026,460713,1
2026-05-10,KATL,atlanta,F,82-83°F,highest-temperature-in-atlanta-on-may-10-2026,460657,1
2026-05-10,KAUS,austin,F,74°F or higher,highest-temperature-in-austin-on-may-10-2026,460682,1
2026-05-10,KDAL,dallas,F,76°F or higher,highest-temperature-in-dallas-on-may-10-2026,460656,1
2026-05-10,KHOU,houston,F,86°F or higher,highest-temperature-in-houston-on-may-10-2026,460684,1
2026-05-10,KLAX,los-angeles,F,68-69°F,highest-temperature-in-los-angeles-on-may-10-2026,460685,1
2026-05-10,KMIA,miami,F,90-91°F,highest-temperature-in-miami-on-may-10-2026,460658,1
2026-05-10,KSFO,san-francisco,F,64-65°F,highest-temperature-in-san-francisco-on-may-10-2026,460706,1
2026-05-10,LTAC,ankara,C,23°C,highest-temperature-in-ankara-on-may-10-2026,460660,1
2026-05-10,MMMX,mexico-city,C,25°C or higher,highest-temperature-in-mexico-city-on-may-10-2026,460710,1
2026-05-10,NZWN,wellington,C,19°C,highest-temperature-in-wellington-on-may-10-2026,460661,1
2026-05-10,SAEZ,buenos-aires,C,16°C,highest-temperature-in-buenos-aires-on-may-10-2026,460651,1
2026-05-10,SBGR,sao-paulo,C,20°C,highest-temperature-in-sao-paulo-on-may-10-2026,460650,1
2026-05-10,WMKK,kuala-lumpur,C,34°C,highest-temperature-in-kuala-lumpur-on-may-10-2026,460715,1
2026-05-10,WSSS,singapore,C,33°C,highest-temperature-in-singapore-on-may-10-2026,460668,1
2026-05-10,ZGSZ,shenzhen,C,27°C,highest-temperature-in-shenzhen-on-may-10-2026,460681,1
2026-05-11,CYYZ,toronto,C,12°C,highest-temperature-in-toronto-on-may-11-2026,465263,1
2026-05-11,EFHK,helsinki,C,14°C,highest-temperature-in-helsinki-on-may-11-2026,465298,1
2026-05-11,KATL,atlanta,F,76°F or higher,highest-temperature-in-atlanta-on-may-11-2026,465267,1
2026-05-11,KAUS,austin,F,80-81°F,highest-temperature-in-austin-on-may-11-2026,465288,1
2026-05-11,KDAL,dallas,F,78-79°F,highest-temperature-in-dallas-on-may-11-2026,465266,1
2026-05-11,KHOU,houston,F,80-81°F,highest-temperature-in-houston-on-may-11-2026,465290,1
2026-05-11,KLAX,los-angeles,F,66-67°F,highest-temperature-in-los-angeles-on-may-11-2026,465291,1
2026-05-11,KMIA,miami,F,88-89°F,highest-temperature-in-miami-on-may-11-2026,465268,1
2026-05-11,KSFO,san-francisco,F,66°F or higher,highest-temperature-in-san-francisco-on-may-11-2026,465292,1
2026-05-11,LTAC,ankara,C,22°C,highest-temperature-in-ankara-on-may-11-2026,465270,1
2026-05-11,MMMX,mexico-city,C,22°C or higher,highest-temperature-in-mexico-city-on-may-11-2026,465295,1
2026-05-11,NZWN,wellington,C,12°C,highest-temperature-in-wellington-on-may-11-2026,465271,1
2026-05-11,SAEZ,buenos-aires,C,17°C,highest-temperature-in-buenos-aires-on-may-11-2026,465261,1
2026-05-11,SBGR,sao-paulo,C,17°C,highest-temperature-in-sao-paulo-on-may-11-2026,465260,1
2026-05-11,WMKK,kuala-lumpur,C,32°C,highest-temperature-in-kuala-lumpur-on-may-11-2026,465300,1
2026-05-11,WSSS,singapore,C,32°C,highest-temperature-in-singapore-on-may-11-2026,465278,1
2026-05-11,ZGSZ,shenzhen,C,28°C,highest-temperature-in-shenzhen-on-may-11-2026,465287,1
2026-05-12,CYYZ,toronto,C,12°C,highest-temperature-in-toronto-on-may-12-2026,469192,1
2026-05-12,EFHK,helsinki,C,16°C,highest-temperature-in-helsinki-on-may-12-2026,469227,1
2026-05-12,KATL,atlanta,F,72-73°F,highest-temperature-in-atlanta-on-may-12-2026,469196,1
2026-05-12,KAUS,austin,F,84°F or higher,highest-temperature-in-austin-on-may-12-2026,469217,1
2026-05-12,KDAL,dallas,F,86-87°F,highest-temperature-in-dallas-on-may-12-2026,469195,1
2026-05-12,KHOU,houston,F,84-85°F,highest-temperature-in-houston-on-may-12-2026,469219,1
2026-05-12,KLAX,los-angeles,F,66-67°F,highest-temperature-in-los-angeles-on-may-12-2026,469220,1
2026-05-12,KMIA,miami,F,90-91°F,highest-temperature-in-miami-on-may-12-2026,469197,1
2026-05-12,KSFO,san-francisco,F,62-63°F,highest-temperature-in-san-francisco-on-may-12-2026,469221,1
2026-05-12,LTAC,ankara,C,24°C,highest-temperature-in-ankara-on-may-12-2026,469199,1
2026-05-12,MMMX,mexico-city,C,25°C,highest-temperature-in-mexico-city-on-may-12-2026,469224,1
2026-05-12,NZWN,wellington,C,16°C,highest-temperature-in-wellington-on-may-12-2026,469200,1
2026-05-12,SAEZ,buenos-aires,C,22°C,highest-temperature-in-buenos-aires-on-may-12-2026,469190,1
2026-05-12,SBGR,sao-paulo,C,20°C,highest-temperature-in-sao-paulo-on-may-12-2026,469189,1
2026-05-12,WMKK,kuala-lumpur,C,33°C,highest-temperature-in-kuala-lumpur-on-may-12-2026,469229,1
2026-05-12,WSSS,singapore,C,32°C,highest-temperature-in-singapore-on-may-12-2026,469207,1
2026-05-12,ZGSZ,shenzhen,C,30°C,highest-temperature-in-shenzhen-on-may-12-2026,469216,1
2026-05-13,CYYZ,toronto,C,16°C,highest-temperature-in-toronto-on-may-13-2026,472560,1
2026-05-13,EFHK,helsinki,C,18°C,highest-temperature-in-helsinki-on-may-13-2026,472599,1
2026-05-13,KATL,atlanta,F,80-81°F,highest-temperature-in-atlanta-on-may-13-2026,472564,1
2026-05-13,KAUS,austin,F,78°F or higher,highest-temperature-in-austin-on-may-13-2026,472589,1
2026-05-13,KDAL,dallas,F,74°F or higher,highest-temperature-in-dallas-on-may-13-2026,472563,1
2026-05-13,KHOU,houston,F,90°F or higher,highest-temperature-in-houston-on-may-13-2026,472591,1
2026-05-13,KLAX,los-angeles,F,68-69°F,highest-temperature-in-los-angeles-on-may-13-2026,472592,1
2026-05-13,KMIA,miami,F,94-95°F,highest-temperature-in-miami-on-may-13-2026,472565,1
2026-05-13,KSFO,san-francisco,F,64-65°F,highest-temperature-in-san-francisco-on-may-13-2026,472593,1
2026-05-13,LTAC,ankara,C,22°C,highest-temperature-in-ankara-on-may-13-2026,472567,1
2026-05-13,MMMX,mexico-city,C,22°C or higher,highest-temperature-in-mexico-city-on-may-13-2026,472596,1
2026-05-13,NZWN,wellington,C,14°C,highest-temperature-in-wellington-on-may-13-2026,472568,1
2026-05-13,SAEZ,buenos-aires,C,15°C,highest-temperature-in-buenos-aires-on-may-13-2026,472558,1
2026-05-13,SBGR,sao-paulo,C,25°C,highest-temperature-in-sao-paulo-on-may-13-2026,472557,1
2026-05-13,WMKK,kuala-lumpur,C,32°C,highest-temperature-in-kuala-lumpur-on-may-13-2026,472601,1
2026-05-13,WSSS,singapore,C,31°C,highest-temperature-in-singapore-on-may-13-2026,472579,1
2026-05-13,ZGSZ,shenzhen,C,33°C or higher,highest-temperature-in-shenzhen-on-may-13-2026,472588,1
2026-05-14,CYYZ,toronto,C,11°C,highest-temperature-in-toronto-on-may-14-2026,476097,1
2026-05-14,EFHK,helsinki,C,14°C,highest-temperature-in-helsinki-on-may-14-2026,476136,1
2026-05-14,KATL,atlanta,F,76-77°F,highest-temperature-in-atlanta-on-may-14-2026,476101,1
2026-05-14,KAUS,austin,F,82°F or higher,highest-temperature-in-austin-on-may-14-2026,476126,1
